,Player,Component 1,Component 2
0,A'ja Wilson,10.29108369664612,-4.870374825426317
1,Arike Ogunbowale,7.33071612163671,3.4852910496570697
2,Kahleah Copper,5.640827322247851,2.1694269225563976
3,Breanna Stewart,7.909448854246482,-1.4955849241257413
4,Napheesa Collier,8.124080868141643,-2.676484957221126
5,Jewell Loyd,6.057021721514398,2.2111004669611027
6,Caitlin Clark,8.693134133841106,2.560988390381334
7,Kelsey Mitchell,3.4813759142991647,3.1994314553056857
8,Sabrina Ionescu,5.37873240358017,3.6026290369825533
9,Satou Sabally,5.652009880918869,1.7026051940901379
10,Kelsey Plum,4.440521793290076,4.263055285758115
11,Brittney Griner,4.326527822605655,-1.65514332000514
12,Natasha Howard,5.225354876045188,-1.4188328242628252
13,Chennedy Carter,3.260303344237527,0.01083113394704116
14,Rhyne Howard,5.109213662588734,2.5200525552079536
15,Dearica Hamby,6.503133214749129,-1.720131079090267
16,Nneka Ogwumike,5.252422878778974,-0.9443103465434999
17,Jackie Young,4.56994078705702,2.066098591263879
18,Allisha Gray,4.256169780314654,1.2643375029966222
19,Skylar Diggins-Smith,4.971408069685735,1.702270767574405
20,Kayla McBride,3.7379145923032486,3.8051414431528077
21,DeWanna Bonner,4.380944266496961,1.0963659038517275
22,Diana Taurasi,3.847257669902155,3.3871292065064913
23,Ariel Atkins,3.741905957769495,2.173185932710222
24,Tina Charles,5.400591526290464,-3.410419081891183
25,Marina Mabrey,3.857175160954025,2.668060315575677
26,Jonquel Jones,5.632881568787835,-1.3514729211797054
27,Aliyah Boston,4.8849448421243995,-3.867419482823168
28,Brionna Jones,3.114549104601659,-1.887980286142861
29,Angel Reese,6.920730403414072,-6.396574973739785
30,Rickea Jackson,2.1058460026727714,0.2693824533803061
31,DiJonai Carrington,3.4472837308170154,-0.29992985171837233
32,Odyssey Sims,2.0711941875567077,1.4730668823877557
33,Brittney Sykes,2.034433522893249,0.7686870922442
34,Betnijah Laney-Hamilton,2.8127793749324637,1.7742173631440028
35,Shakira Austin,2.7109863537788237,-2.521143800362729
36,Teaira McCowan,3.7140302394044964,-3.9680399917186953
37,Ezi Magbegor,4.385631997763274,-3.5139466275468276
38,Natasha Cloud,4.243797548561654,1.2908512235548881
39,Courtney Williams,2.6373786036724205,0.7272173781002279
40,Alyssa Thomas,6.001533638455887,-3.243594671293121
41,Jordin Canada,2.9360914233292115,1.1136642782776711
42,NaLyssa Smith,2.4503193333517523,-2.737420900263441
43,Tyasha Harris,1.3169911012539341,2.107705452847685
44,Gabby Williams,1.706808665338307,0.5135979745260834
45,Alanna Smith,3.4761111332771284,-0.5783434647995805
46,Elizabeth Williams,2.734577064503185,-3.753779717588739
47,Kamilla Cardoso,2.6188317201136417,-4.558861598127097
48,Azurá Stevens,2.1327060451154134,-0.41449536520002084
49,Bridget Carleton,1.6779331993766382,2.0943958763996293
50,Stefanie Dolson,1.8757651111839615,1.216064601758736
51,Tiffany Hayes,0.9363174970862834,0.897153555459649
52,Maddy Siegrist,-0.3617030025628153,-0.8954066667497091
53,Cheyenne Parker-Tyus,1.201881397784619,-0.953921440442086
54,Aari McDonald,0.6461755976742599,1.447857158418674
55,Chelsea Gray,1.7935402352126144,1.51644927148378
56,Aerial Powers,0.22507532044457682,0.4350041418615085
57,Karlie Samuelson,0.36399614297261657,2.087527059474783
58,Sophie Cunningham,1.3086514001745866,1.5073999680029797
59,Lexie Brown,0.48038385143418333,2.1760773076393276
60,Myisha Hines-Allen,0.6989825756477136,-0.2789714455730815
61,Aaliyah Edwards,0.7577534662284731,-2.806734506943837
62,Kia Nurse,-0.49799677847642904,1.7746083870230245
63,Cameron Brink,2.0475085958529817,-2.060779142099263
64,Shatori Walker-Kimbrough,-0.016007546886191514,1.1896973736560736
65,Monique Billings,1.057621867106332,-2.071316538830039
66,Rebecca Allen,0.15718171831817923,0.7043448485312644
67,Julie Vanloo,0.42405504087804236,3.1463938283365724
68,Dana Evans,-0.713726493618629,1.8526602703497326
69,Jordan Horston,0.6226579949928752,-1.1083881069429238
70,Leonie Fiebich,0.2098243197044987,0.9706499391482664
71,Michaela Onyenwere,-0.9593164974347935,0.34174159582923846
72,Lindsay Allen,-0.02955283199312144,0.8351500568517156
73,Isabelle Harrison,-0.641417689218517,-1.0753806358276483
74,Temi Fagbenle,0.09721005425928117,-1.7438068549603598
75,Courtney Vandersloot,0.3544563521693121,0.9023558745523678
76,Emily Engstler,-0.40193343166896495,-0.6329218418063777
77,Alysha Clark,0.6590740753333602,1.359556450057051
78,Rae Burrell,-0.8624279947142689,0.3544717879690353
79,Naz Hillmon,-0.19103852321184614,-1.5958653839206887
80,Kalani Brown,-1.2593516335445636,-1.7721250076822677
81,Rachel Banham,-1.4454020643962857,1.8778664712457827
82,Kayla Thornton,-0.7315608440367433,1.0892626412620117
83,Lexie Hull,-0.6008785201782476,0.4739797681352532
84,Jacy Sheldon,-0.5098340890657831,0.7398876627104951
85,Jade Melbourne,-1.4018185071142557,0.5162113563425388
86,Maya Caldwell,-1.8340860038095526,0.2648100810201952
87,Li Yueru,-1.0462794599372223,-1.2083851118945066
88,Sami Whitcomb,-0.942799695838698,1.885489197259449
