,PLAYER,TEAM,AGE,games played,W,L,avg minutes per game,PTS,FGM (field goals made AKA num baskets made),FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year
118,Meighan Simmons,ATL,25,25,11,14,5.9,3.1,1,3.6,28.9,0.6,2.2,28.6,0.4,0.5,83.3,0,0.4,0.4,0.3,0.4,0.1,0.1,0.7,4.9,0,0,-1.3,2016
119,Isabelle Harrison,PHO,23,26,14,12,7.5,3.1,1.2,2.3,52.5,0,0,0,0.7,1,68,0.7,1.2,1.8,0,0.7,0.4,0.1,1.4,6,0,0,-1.5,2016
120,Jenna O'Hea,SEA,30,22,11,11,11.5,3,1,3,34.8,0.5,1.7,31.6,0.4,0.5,90,0.4,0.9,1.3,0.9,0.7,0.4,0.1,0.8,6.7,0,0,-1.5,2016
121,Asia Taylor,CON,25,4,3,1,4.3,3,0.8,1.3,60,0,0,0,1.5,1.8,85.7,0.5,0.5,1,0.8,0.3,0,0,0.8,4.8,0,0,2,2016
122,Ana Dabovic,LAS,27,22,17,5,10.7,3,0.9,2.5,37,0.1,0.9,15.8,1,1.3,75.9,0.3,0.5,0.8,1.3,0.9,0.6,0,1.7,6.4,0,0,1.8,2016
123,Mistie Bass,PHO,33,33,15,18,13.1,2.9,1.1,2.4,46.3,0,0,0,0.7,0.8,81.5,0.8,1.1,1.9,0.8,0.6,0.5,0.3,1.5,7.2,0,0,2.3,2016
124,Tiffany Bias,DAL,25,10,1,9,6.4,2.9,0.8,2.3,34.8,0.3,1.1,27.3,1,1.2,83.3,0.1,0.4,0.5,0.6,1.1,0.2,0,0.5,4.7,0,0,-2.4,2016
125,Clarissa Dos Santos,CHI,29,20,11,9,9.3,2.9,1,3,33.9,0,0.1,0,0.9,1,85,1,1.3,2.2,0.5,0.5,0.3,0.2,1.6,6.4,0,0,0.7,2016
126,Anna Cruz,MIN,30,6,5,1,10,2.8,0.8,1.8,45.5,0.2,0.2,100,1,1,100,0.2,0.8,1,2,0.3,0.3,0,1.3,6.7,0,0,0.5,2016
127,Keisha Hampton,MIN,27,27,21,6,6.7,2.6,0.7,2.1,33.3,0.4,1.3,33.3,0.7,0.9,87,0.2,0.2,0.4,0.4,0.4,0.3,0.1,0.9,4.6,0,0,-1.3,2016
128,Markeisha Gatling,ATL,24,27,10,17,8.6,2.5,1,2,47.3,0,0,0,0.6,0.6,93.8,0.8,1,1.7,0.3,0.7,0.2,0.3,1.9,5.5,0,0,-0.9,2016
129,Evgeniia Belyakova,LAS,31,20,13,7,11.9,2.2,0.8,2.7,29.6,0.3,1.4,17.9,0.4,0.8,43.8,0.1,0.7,0.8,0.8,0.4,0.7,0.1,1.2,5.4,0,0,-0.3,2016
130,Ally Malott,WAS,24,23,10,13,7.8,2.1,0.7,2.1,30.6,0.4,1.4,31.3,0.4,0.5,81.8,0.3,0.9,1.1,0.4,0.5,0.3,0.1,0.6,4.9,0,0,0.6,2016
131,Shoni Schimmel,NYL,25,17,11,6,4.5,2.1,0.6,1.2,55,0.5,0.9,56.3,0.2,0.3,80,0,0.5,0.5,0.6,0.4,0.2,0.1,0.2,4.1,0,0,1.3,2016
132,Adut Bulgak,NYL,24,7,4,3,3.3,2,0.7,1.6,45.5,0.1,0.3,50,0.4,0.6,75,0.4,0.9,1.3,0,0.1,0,0,0.4,3.4,0,0,2.1,2016
133,Kelly Faris,CON,26,31,13,18,10.2,2,0.7,1.7,39.6,0.2,0.6,25,0.5,0.5,93.3,0.4,0.8,1.2,0.7,0.9,0.7,0.1,1.5,5.7,0,0,-0.1,2016
134,Brene Moseley,IND,23,8,2,6,9.6,1.9,0.8,2.9,26.1,0.1,0.6,20,0.3,0.6,40,0.1,0.3,0.4,1.1,2,0.5,0,0.8,4.5,0,0,-5.1,2016
135,Noelle Quinn,SEA,32,33,15,18,12.3,1.7,0.7,2.5,27.2,0.1,0.7,9.1,0.3,0.4,91.7,0.1,1.4,1.4,1.5,0.9,0.4,0.2,1.1,5.9,0,0,-1.5,2016
136,Jamie Weisner,WAS,22,7,3,4,3.6,1.7,0.6,1.3,44.4,0.3,0.6,50,0.3,0.3,100,0.1,0.3,0.4,0.3,0.4,0,0,0.7,2.7,0,0,-1.1,2016
137,Zoi Dimitrakou,WAS,30,2,0,2,5.5,1.5,0.5,1.5,33.3,0.5,1,50,0,0,0,0,0.5,0.5,0.5,0.5,0,0,1.5,3,0,0,-1.5,2016
138,Jelena Dubljevic,LAS,30,15,13,2,5.3,1.5,0.6,1.5,40.9,0.1,0.2,33.3,0.2,0.2,100,0.1,0.7,0.9,0.5,0.5,0.1,0.1,0.7,3.1,0,0,-1.7,2016
139,Alex Harden,PHO,24,28,15,13,7.5,1.4,0.6,1.4,45,0.1,0.4,25,0,0.1,50,0.4,0.4,0.8,0.5,0.3,0.4,0.1,0.7,3.9,0,0,1.4,2016
139,Ann Wauters,LAS,36,21,16,5,4.6,1.4,0.6,1,54.5,0,0,0,0.3,0.4,75,0.2,0.9,1.1,0.4,0.3,0.2,0.1,0.6,3.5,0,0,-0.5,2016
141,Krystal Thomas,SEA,28,19,11,8,9.3,1.4,0.6,1,57.9,0,0,0,0.3,0.4,71.4,1,1.3,2.3,0.1,0.5,0.2,0.7,2.1,5.6,0,0,-1.8,2016
142,Blake Dietrick,SAN,23,3,1,2,4.5,1.3,0.3,0.7,50,0,0.3,0,0.7,0.7,100,0,1,1,0,0.3,0,0,0.3,2.3,0,0,0.3,2016
142,Jeanette Pohlen-Mavunga,IND,28,12,7,5,4.1,1.3,0.5,0.9,54.5,0.3,0.5,50,0.1,0.1,100,0,0.1,0.1,0.4,0.2,0,0,0.4,2.1,0,0,0.7,2016
144,Monica Wright,SEA,28,16,6,10,6.1,1.3,0.5,1.6,30.8,0.1,0.6,10,0.2,0.3,60,0.1,0.4,0.5,0.7,0.9,0.4,0.1,0.9,3.5,0,0,-3.3,2016
145,Rachel Hollivay,ATL,23,32,16,16,8.9,1.2,0.4,1.2,31.6,0,0,0,0.5,1,46.9,0.6,1.4,2.1,0.1,0.3,0.1,0.4,1.6,4.4,0,0,-3.1,2016
146,Aneika Morello,CON,31,10,2,8,5,1.2,0.5,1.3,38.5,0,0,0,0.2,0.5,40,0.4,1,1.4,0.2,0.6,0.1,0.1,0.8,3.2,0,0,-2.7,2016
147,Ruth Hamblin,DAL,23,20,9,11,6.5,1.1,0.4,1.6,25,0,0,0,0.3,0.4,71.4,0.5,1,1.5,0.2,0.2,0.1,0.5,0.7,3.8,0,0,-1.8,2016
148,Betnijah Laney-Hamilton,CHI,23,8,4,4,5.3,1,0.3,1.5,16.7,0,0.1,0,0.5,0.5,100,0.1,0.5,0.6,0.1,0.3,0.1,0,0.8,2,0,0,-2.1,2016
148,Sandrine Gruda,LAS,30,7,4,3,5.3,1,0.4,1.3,33.3,0,0,0,0.1,0.1,100,0.3,0.3,0.6,0.3,0.1,0.1,0.1,0.9,2.4,0,0,1,2016
150,Abby Bishop,SEA,28,13,6,7,5.2,0.9,0.3,0.8,36.4,0.1,0.5,16.7,0.2,0.3,75,0,0.5,0.5,0.6,0.1,0.1,0.1,1.3,2.4,0,0,-3.5,2016
151,Brianna Kiesel,DAL,23,14,5,9,7.4,0.9,0.3,1.6,17.4,0.1,0.4,16.7,0.2,0.3,75,0.1,0.4,0.4,1.3,0.7,0.4,0,1.1,3.4,0,0,-1.4,2016
152,Nirra Fields,PHO,23,4,2,2,4.3,0.8,0.3,1.8,14.3,0,0.3,0,0.3,0.5,50,0,0,0,0,0.5,0,0,0.5,0.8,0,0,-4.3,2016
153,Whitney Knight,SAN,24,10,6,4,3.8,0.6,0.2,1.5,13.3,0.2,1.1,18.2,0,0,0,0.1,0.4,0.5,0.2,0.2,0.2,0.2,0.5,2.3,0,0,-2.5,2016
154,Cierra Burdick,ATL,23,8,3,5,3.7,0.4,0.1,1,12.5,0,0,0,0.1,0.3,50,0.4,0.1,0.5,0,0.3,0,0,0.8,0.9,0,0,-2.5,2016
154,Frida Eldebrink,SAN,29,8,1,7,5.5,0.4,0.1,1,12.5,0,0.8,0,0.1,0.3,50,0.1,0.3,0.4,0.9,0.5,0.1,0,0.3,1.9,0,0,-0.5,2016
156,Bashaara Graves,MIN,23,12,11,1,3.4,0.3,0.2,0.6,28.6,0,0,0,0,0,0,0.3,0.1,0.3,0.2,0.3,0,0,0.3,0.8,0,0,-1.5,2016
157,Ameryst Alston,NYL,23,1,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2016
157,Avery Warley-Talbert,SAN,30,3,1,2,5.1,0,0,1,0,0,0,0,0,0,0,0.3,0.7,1,0.3,0.3,0,0.3,0.7,2,0,0,-2.3,2016
1,Elena Delle Donne,CHI,26,31,20,11,33.3,23.4,7.7,16.7,46,1.4,4.3,31.3,6.7,7,95,1.9,6.5,8.4,1.4,1.2,1.1,2.1,1.7,40.7,10,0,6.8,2015
2,Maya Moore,MIN,27,33,22,11,33.4,20.6,7.2,17.2,42,2.1,5.8,35.9,4.1,4.8,85.5,1.9,4.8,6.7,3.5,2.3,1.6,0.8,2.8,37.8,5,0,4.6,2015
3,Angel McCoughtry,ATL,29,34,15,19,30,20.1,6.9,16.7,41.3,1.1,3,36.3,5.2,6.5,80.5,1.9,3.4,5.3,2.8,3.1,2.1,0.5,3.4,34.6,2,0,-0.9,2015
4,Candace Parker,LAS,30,16,11,5,34.4,19.4,7.3,14.8,48.9,0.8,2.7,27.9,4.1,5.1,81.5,1.1,8.9,10.1,6.3,2.5,1.9,1.8,2.4,43.9,12,0,8.3,2015
5,Skylar Diggins-Smith,TUL,25,9,8,1,32.2,17.8,5.7,14,40.5,1.4,3.2,44.8,5,5.4,91.8,1.2,1.4,2.7,5,2,1.6,0.3,1.8,30.7,0,0,8.9,2015
6,Tina Charles,NYL,27,34,23,11,31,17.1,7.1,15.6,45.8,0,0.1,20,2.7,3.8,71.5,2.1,6.4,8.5,2.4,2.4,0.7,0.7,1.6,30.8,12,0,3.5,2015
7,Nneka Ogwumike,LAS,25,23,10,13,34.1,16.5,6.4,12.2,52.5,0,0.5,8.3,3.7,4.2,86.6,2.1,5.2,7.3,2.1,1.9,1.1,0.5,2.5,29,6,0,-0.2,2015
8,Odyssey Sims,TUL,23,23,11,12,31.4,16,5,13.4,36.9,0.8,3.8,20.7,5.3,6.3,84.7,0.7,2.7,3.4,3.8,2.8,1.1,0,2.4,26.3,0,0,2,2015
9,DeWanna Bonner,PHO,28,33,20,13,33.3,15.8,4.8,12.7,37.8,0.9,3.6,25.4,5.3,6.1,86.6,1.1,4.5,5.7,3.3,1.8,1.3,0.8,1.8,30.1,0,0,2.4,2015
10,Riquna Williams,TUL,26,29,15,14,28,15.6,4.5,12.7,35.2,1.9,5.6,34.6,4.7,5.5,85,0.6,2.9,3.4,2.6,1.6,1.5,0.5,2.7,27.5,0,0,0.4,2015
11,Kelsey Bone,CON,24,33,15,18,29.1,15.4,6.8,13.4,50.8,0,0.1,0,1.8,3,62.2,1.5,4.8,6.3,2,2.3,0.8,0.6,2.9,26.5,5,0,-2.3,2015
12,Sylvia Fowles,MIN,30,18,10,8,28.9,15.3,5.7,11.3,50.7,0,0,0,3.8,5.2,73.4,2.3,6.1,8.3,0.8,1.8,1,1.6,2.4,29.6,7,0,3.8,2015
13,Brittney Griner,PHO,25,26,17,9,30.7,15.1,5.7,10,56.5,0,0,0,3.8,4.9,77.3,1.7,6.4,8.1,1.3,2.2,0.3,4,2.7,33.2,8,0,3.9,2015
14,Epiphanny Prince,NYL,28,24,17,7,28.6,15,5.7,12.1,46.7,1.1,3,35.6,2.6,2.9,90,0.8,2.1,2.9,3.4,1.6,2,0.2,1.3,26.8,0,0,4.4,2015
15,Cappie Pondexter,CHI,33,29,18,11,30.2,15,5.6,12.8,43.9,0.8,2.2,38.1,2.9,3.5,82.4,0.2,3.6,3.8,2.1,1.4,1,0.2,2.1,24,0,0,3.6,2015
16,Alex Bentley,CON,25,25,12,13,30,14.7,5.7,13.9,40.9,1.6,4.6,33.6,1.8,2.1,83,0,1.9,2,2,1.2,2,0.2,2.6,24.5,0,0,0.1,2015
17,Jantel Lavender,LAS,27,34,14,20,33.8,14.5,6.2,11.8,52.5,0.1,0.3,33.3,2,2.2,88.2,2,6.3,8.3,1.8,2.1,0.4,1.2,1.7,27.9,12,0,0.9,2015
18,Candice Dupree,PHO,31,33,20,13,31.2,14.1,5.8,11.4,51.2,0,0,0,2.5,3.1,80.2,1.2,3.9,5.1,1.7,1.5,1,0.4,1.4,23.6,0,0,0.6,2015
19,Kayla McBride,SAN,24,27,5,22,28,13.8,4.9,12.7,38.2,2,5.3,37.3,2.1,2.4,87.9,0.2,2.9,3.1,1.6,1.7,1.1,0.1,1.2,22.9,0,0,-5.5,2015
20,Seimone Augustus,MIN,32,16,11,5,30.1,13.8,6,13.6,44,0.2,1.4,13,1.6,1.6,100,0.6,2.3,2.9,2.4,1.3,0.5,0.4,1.1,21.1,0,0,4.1,2015
21,Ivory Latta,WAS,31,34,18,16,27.3,13.4,4.2,10.4,40.6,2.3,6,38.9,2.6,2.9,90.9,0.2,1.6,1.8,2.6,1.7,0.7,0,1.9,21.5,0,0,0.9,2015
22,Jia Perkins,SAN,34,26,5,21,27.3,13.3,4.8,12.7,37.6,1,3.5,27.2,2.8,3.2,88,0.8,2.3,3,1.7,1.2,1.5,0.3,1.7,22.6,0,0,-6.3,2015
23,Tamika Catchings,IND,36,30,19,11,26.6,13.1,4.2,10.9,38.2,0.6,2,29.5,4.2,4.8,86.8,1.7,5.4,7.1,2.2,1.7,1.8,0.8,2.5,28.3,6,0,4.8,2015
24,Tiffany Hayes,ATL,26,28,13,15,29.9,12.9,4.1,10.5,39.2,1.1,4,27.4,3.5,4.4,80.5,1,2,3,2.2,1.7,1,0.4,3.5,22,0,0,1.1,2015
25,Plenette Pierson,TUL,34,30,16,14,28.1,12.8,5.1,11.6,43.7,0.6,1.6,36.2,2.1,2.6,80.8,1.2,2.9,4.1,1.9,1.8,1,0.4,2.9,22.1,0,0,1.2,2015
26,Kristi Toliver,LAS,29,28,14,14,30.9,12.4,4.3,9.5,44.9,1.5,4,38.4,2.3,2.6,90.3,0.4,1.9,2.3,3.7,2.3,0.8,0,1.7,21.6,0,0,2,2015
27,Emma Meesseman,WAS,23,34,18,16,27.2,11.6,5.2,9.4,55.6,0.2,0.4,46.2,1,1.2,82.9,1.8,4.5,6.3,1.7,1.3,0.9,1.4,2.8,24.3,3,0,1.9,2015
28,Sophia Young-Malcolm,SAN,32,34,8,26,27.4,11.5,4.4,9.7,45.8,0,0.1,0,2.6,3.6,73.8,1.4,3.6,5,1.4,1.6,1.2,0.3,1.9,20.9,3,0,-5.4,2015
29,Courtney Vandersloot,CHI,27,34,21,13,29.8,11.4,4.3,9.3,46.3,0.9,2.6,35.6,1.9,2.1,90.1,0.6,2.7,3.4,5.8,2.1,1.3,0.5,2.7,25.3,1,0,5.5,2015
30,Crystal Langhorne,SEA,29,34,10,24,25.7,11.1,4.6,8.4,54.5,0,0.1,0,1.9,2.6,75,1.1,4.6,5.7,0.9,2.1,1.1,0.4,1.9,20.8,1,0,-4.2,2015
31,Allie Quigley,CHI,30,32,20,12,22.5,11.1,4.4,10.2,43.1,1.1,3.3,34,1.2,1.4,82.6,0.3,1.4,1.8,1.7,1.4,0.4,0.5,1.3,17.5,0,0,0.6,2015
32,Shenise Johnson,IND,25,31,19,12,26.2,10.9,3.9,8.4,46.7,1,2.4,41.3,2.1,2.6,80.5,1.3,3.7,4.9,2.4,1.8,1.1,0.2,2.2,21.8,1,0,3.4,2015
33,Lindsay Whalen,MIN,34,29,20,9,30.1,10.9,4.2,9,46.2,0.2,0.5,42.9,2.3,2.6,88.2,0.5,2.4,2.9,4.3,2.1,0.4,0.1,1.9,19.3,2,0,3.6,2015
34,Jewell Loyd,SEA,22,34,10,24,25.9,10.7,3.7,8.9,41.1,0.3,1.4,20.8,3.1,3.4,90.4,1,2.5,3.5,1.9,2,0.6,0.2,1.6,18,0,0,-4,2015
35,Stefanie Dolson,WAS,24,34,18,16,24.7,10.6,4.4,8.8,49.5,0.3,0.6,47.6,1.6,1.8,87.1,1.4,4.2,5.6,1.6,1.9,0.5,1.1,2.9,21.1,4,0,1.6,2015
36,Karima Christmas-Kelly,TUL,26,32,17,15,28.7,10.6,3.2,8,39.6,1,2.6,38.6,3.3,4.2,78.2,2.3,2.7,5,1.7,1.2,1.1,0.3,1.8,20.9,1,0,1.9,2015
37,Marissa Coleman,IND,29,34,20,14,24.8,10.4,3.7,9.7,38.4,1.2,3.7,33.6,1.7,2.3,74.7,1,2.6,3.5,1.6,1.9,1.2,0.3,1.9,19.9,0,0,0.4,2015
38,Sancho Lyttle,ATL,32,24,12,12,30,10.3,4.3,9.1,47.5,0,0.2,20,1.6,2.2,73.6,2.8,5.5,8.3,2.2,1.6,2.3,0.6,2.9,26.5,6,0,2.9,2015
39,Sue Bird,SEA,35,27,9,18,28.6,10.3,4,10.3,38.4,0.9,3.1,30.1,1.4,1.8,79.6,0.2,2.1,2.3,5.4,2.4,0.9,0.1,1.2,20.9,0,0,-2.5,2015
40,Kara Lawson,WAS,35,22,13,9,25,9.6,3.2,8.2,38.9,1.2,3.7,32.1,2,2.2,93.8,0.4,2.5,3,3.6,1.1,0.5,0.1,1,18.6,0,0,5.6,2015
41,Danielle Robinson,SAN,27,30,7,23,30.1,9.2,3.5,9,39,0,0.2,0,2.2,2.4,90.3,0.5,2,2.5,5,2.6,0.7,0.1,1.2,18.2,2,0,-5.4,2015
42,Alyssa Thomas,CON,24,24,13,11,26,8.8,2.9,7,41.1,0,0,0,3,4.3,69.2,2.5,2.7,5.3,1.4,1.8,1.2,0.2,2.7,18.2,1,0,-0.2,2015
42,Ana Dabovic,LAS,26,24,12,12,22.1,8.8,3.1,6.9,44.6,0.8,2.5,33.3,1.8,2.2,80.8,0.5,1.2,1.6,1.9,1.6,0.9,0,2.9,15,0,0,-1.3,2015
44,Monique Currie,PHO,33,34,20,14,21.3,8.4,3.1,7.4,41.1,0.8,2.3,36.4,1.5,1.7,86.4,0.6,2.6,3.2,1.5,1.3,0.9,0.4,2.7,16.5,0,0,1.8,2015
45,Shavonte Zellous,IND,29,23,14,9,22.2,8.4,2.7,7,37.9,0.3,1.3,24.1,2.8,3.6,77.1,0.6,1.8,2.4,1.9,1.2,1,0.3,3,15.6,0,0,1.7,2015
46,Lynetta Kizer,IND,26,33,19,14,17.9,8.3,3.4,6.9,49.1,0,0.1,0,1.5,1.8,87.9,1.3,2.2,3.5,0.4,1.4,0.6,0.2,2.8,13.9,0,0,1.2,2015
47,Camille Smith,CON,31,34,15,19,27,8.2,3.1,7.7,40.6,1.1,3.3,34.5,0.9,1,87.9,1.4,2.3,3.6,1.6,1.7,1.2,0.2,2.7,17.4,1,0,-1.7,2015
48,Ramu Tokashiki,SEA,25,30,8,22,20.6,8.2,3.3,7.9,41.5,0,0.1,0,1.7,1.9,86.2,0.7,2.6,3.3,0.8,0.9,0.2,0.9,2,14.5,0,0,-1.1,2015
49,Jasmine Thomas,CON,26,34,15,19,26.7,8.2,2.9,9,32.8,0.9,3.1,29.8,1.4,1.8,78.3,0.6,3.2,3.7,3.9,2.3,1.2,0.4,2.2,20,0,0,-2.9,2015
50,Briann January,IND,29,29,18,11,27,8.1,2.8,6.6,42.6,0.9,2,43.1,1.7,2,84.5,0.5,1.3,1.8,3.4,2.2,1,0.2,2.2,16.7,0,0,1.4,2015
51,Sugar Rodgers,NYL,26,33,22,11,18.7,8.1,2.5,7.5,34,1.2,3.9,32,1.8,2,88.1,0.7,1.5,2.2,1.5,1,0.7,0.2,2.1,14.9,0,0,1.3,2015
52,Anna Cruz,MIN,29,22,13,9,29.1,8,3.3,7,47.4,0.4,1.6,25,1,1.3,78.6,0.5,3.2,3.6,3,2.2,1,0.2,1.9,17.5,0,0,1.2,2015
53,Natalie Achonwa,IND,23,28,16,12,17.3,8,3.1,5.7,55,0,0,0,1.7,2.3,74.6,1.4,2,3.5,0.6,1.3,0.5,0.5,2.1,14,0,0,0.5,2015
54,Rebekkah Brunson,MIN,34,34,22,12,27.8,7.8,3.1,6.8,45.7,0,0.1,25,1.6,1.9,83.1,2.6,5.6,8.1,1.8,1.6,1.1,0.8,2.1,21.5,7,0,0.9,2015
55,Alana Beard,LAS,34,14,9,5,26.1,7.8,3.5,7.1,49,0.1,0.8,18.2,0.6,0.7,90,0.2,2.9,3.1,2.7,1.4,1.2,0.5,2.2,17.1,0,0,2.1,2015
56,Shekinna Stricklen,CON,25,34,15,19,17.6,7.7,2.8,6.8,41.1,1.5,4.2,35.9,0.6,0.8,78.6,0.7,1.1,1.9,0.6,0.6,0.6,0.2,1.4,13.3,0,0,-0.3,2015
57,Shoni Schimmel,ATL,24,32,14,18,19.8,7.6,2.7,7,37.8,1.5,4,38.3,0.8,0.9,85.7,0.4,2.1,2.5,3.2,2.4,0.8,0.2,1.1,16.6,0,0,-1.3,2015
58,Tayler Hill,WAS,25,32,17,15,17,7.5,2.5,7.1,34.8,1.2,3.6,31.9,1.4,1.9,72.6,0.3,1,1.3,0.9,0.9,0.9,0.1,1,12.9,0,0,1.2,2015
59,Tierra Ruffin-Pratt,WAS,25,32,17,15,23.9,7.4,2.5,6.7,37.1,0.4,1.3,32.6,2.1,2.7,75.9,0.8,2.2,3,2.2,1.3,0.8,0.3,2.6,15.4,0,0,0.4,2015
60,Danielle Adams,SAN,27,30,7,23,16.1,7.4,2.6,6.4,41.4,0.7,2.3,32.4,1.4,1.7,82.7,1.1,2.2,3.3,0.5,1.2,0.5,0.3,1.5,13.5,0,0,-3.8,2015
61,Tanisha Wright,NYL,32,34,23,11,23.7,7.4,2.6,6.2,42,0.4,1,36.4,1.8,2.1,84.5,0.6,1.7,2.4,3.5,2.1,0.8,0.1,2,15.4,0,0,3.1,2015
62,Erika de Souza,CHI,34,34,17,17,24.1,7.1,3.2,6.8,47.2,0,0,0,0.7,1.3,51.1,2.3,4.2,6.5,0.9,1.3,0.7,0.8,2.8,17.6,1,0,-0.4,2015
63,Carla Cortijo,ATL,28,2,1,1,15.9,7,2.5,4.5,55.6,0.5,1,50,1.5,2,75,0,0.5,0.5,1,0.5,1,0,1.5,11,0,0,1,2015
64,Chelsea Gray,CON,23,34,15,19,16,6.9,2.5,6,42.4,0.7,1.9,34.8,1.2,1.4,81.6,0.5,1.8,2.3,2.7,1.7,0.6,0.1,1.3,14.2,0,0,1.8,2015
65,Damiris Dantas,ATL,23,32,19,13,20.7,6.9,2.6,5.7,45.1,0.2,0.5,40,1.6,1.8,91.1,1.3,3,4.3,0.9,1.1,0.6,0.4,2.2,14.4,1,0,0.6,2015
66,Alysha Clark,SEA,28,33,10,23,23.1,6.9,2.6,4.8,54.4,0.7,2.1,35.3,0.9,1.2,77.5,0.4,3.3,3.7,1.2,1.1,0.7,0.2,2.4,14.2,0,0,-4,2015
67,Erin Phillips,LAS,31,12,3,9,30.9,6.8,2.2,7.6,28.6,1,3.8,26.7,1.4,1.7,85,0.8,2.2,3,3.1,1.5,0.9,0.2,2.4,16,0,0,-2.4,2015
68,Jessica Breland,CHI,28,33,20,13,21.4,6.7,3,6.4,47.1,0,0,0,0.7,0.9,77.4,2.1,3.8,5.9,1.3,0.9,0.7,1.1,2.3,17.5,3,0,2.1,2015
69,Leilani Mitchell,PHO,31,34,20,14,23,6.7,2.4,6.3,37.4,1.3,3.3,39.6,0.7,0.8,88.9,0.4,1.8,2.1,2.7,1.4,1,0.1,1.7,15.1,0,0,1.9,2015
70,Layshia Clarendon,IND,25,29,17,12,20.8,6.7,2.7,6,44.5,0.4,1.1,40.6,0.9,1.2,76.5,1,1.7,2.7,2,1.6,0.7,0,2,13.1,0,0,-1.1,2015
71,Courtney Paris,TUL,28,34,18,16,25,6.6,3.1,6.3,48.6,0,0,0,0.5,1.2,42.5,3,6.3,9.3,1.3,1,0.4,1.2,3.1,20.3,6,0,1.9,2015
72,Brittany Boyd-Jones,NYL,23,30,21,9,14.3,6.6,2,5,39.1,0.3,1,26.7,2.4,3.4,71.3,0.6,2.1,2.7,2.3,1.6,1.2,0.1,1.9,14.4,0,0,3.2,2015
73,Jennifer Lacy,CON,33,27,8,19,18.3,6.6,2.3,5.3,43.4,0.9,2.8,33.3,1,1.4,75.7,0.7,1.8,2.5,0.4,0.7,0.3,0.4,2.1,11.9,0,0,-4.6,2015
74,Roneeka Hodges,ATL,33,23,8,15,19.5,6.4,2.2,5.7,38.2,1.2,3.3,36,0.9,1.2,75,0.4,1.5,2,1.3,1,0.2,0.2,1.3,11.6,0,0,-5,2015
75,Renee Montgomery,MIN,29,36,15,21,17.9,6.4,2.3,6.2,37.2,0.9,3,30.8,0.8,1,81.1,0.2,1.3,1.5,2.8,1.5,0.8,0.1,1.7,13.3,0,0,-3.2,2015
76,Essence Carson,NYL,29,33,22,11,19.5,6.1,2.4,6.2,38,0.4,1.5,24.5,1,1.3,77.3,0.5,1.7,2.3,1.3,1.1,0.4,0.2,1.2,11.3,0,0,0.5,2015
77,Dearica Hamby,SAN,22,31,7,24,17.4,6.1,2.3,6.4,35.4,0.2,0.5,35.3,1.4,2.2,64.2,1.4,2.7,4.1,0.7,1.3,0.4,0.2,1.3,12.2,0,0,-6.4,2015
78,Matee Ajavon,ATL,30,33,14,19,17.6,5.9,2,4.9,40.5,0.1,0.5,16.7,1.8,2.2,82.2,0.6,1.8,2.5,2.4,1.8,1.4,0.2,2.4,14,0,0,-0.3,2015
79,Jenna O'Hea,SEA,29,34,10,24,20.9,5.9,1.9,4.9,38.1,1.1,2.8,38.3,1.1,1.1,92.3,0.1,1.7,1.9,2.4,1.2,0.6,0.3,1.6,12.9,0,0,-2.1,2015
80,Kiah Stokes,NYL,23,34,23,11,25.4,5.8,2.4,4.4,54.7,0,0.1,0,1,1.4,68.8,1.8,4.7,6.4,0.8,1.1,0.7,2,2.2,18.4,3,0,3.5,2015
81,Kaleena Mosqueda-Lewis,SEA,22,27,7,20,12.3,5.8,2.3,5.9,39,0.7,2.4,28.1,0.5,0.6,87.5,0.2,0.7,0.9,0.6,0.8,0.2,0.1,1,8.6,0,0,-0.9,2015
82,Kia Vaughn,WAS,29,20,9,11,17.8,5.7,2.3,5.1,45.1,0,0,0,1.1,1.7,66.7,1.1,3.1,4.2,1,1.3,0.4,0.4,2.1,12.3,0,0,3.7,2015
83,Maggie Lucas,IND,24,30,16,14,15,5.7,1.8,4.8,37.2,1,2.8,37.3,1,1.2,83.8,0,0.8,0.8,0.9,0.6,0.4,0.1,1.4,9.3,0,0,-0.6,2015
84,Asjha Jones,MIN,35,31,20,11,17.5,5.5,2.5,6,41.1,0,0.1,0,0.6,1,60,0.8,2,2.8,1.6,1.2,0.5,0.5,2.2,11.9,1,0,0.5,2015
85,Vicki Baugh,TUL,27,34,18,16,15.7,5.4,2,4.3,47.3,0,0,0,1.3,1.8,73.8,1.4,2.7,4.1,0.6,1.3,0.5,0.4,2,11.9,0,0,-0.5,2015
86,Markeisha Gatling,SEA,23,25,6,19,13.7,5.3,2,4,49.5,0,0,0,1.3,1.5,86.8,0.9,2.8,3.7,0.3,1,0.4,0.6,2.1,11.2,1,0,-3.2,2015
87,Alex Montgomery,SAN,27,13,1,12,18,5.3,2.2,5.9,37.7,0.3,1.5,20,0.5,0.8,70,1.2,3.2,4.5,0.8,1.2,0.6,0.5,1.8,13.2,0,0,-6.3,2015
88,Clarissa Dos Santos,CHI,28,31,19,12,17.6,5.3,2.1,4.5,46.1,0,0,0,1.1,1.5,68.8,1.8,2.9,4.6,0.7,1.2,0.6,0.6,2.5,12.9,0,0,0.8,2015
